pdb_filename,rmsd_init,score_init,rmsd_relax,score_relax
4_2cns_A_m10_a5.00_s1_2_5.00_SC.pdb,0,-0.045326669470755365,0,-1.1996414820560195
1_1s7l_A_m10_a5.00_s1_2_5.00_SC.pdb,0,0,0,-1.7765560867814594
5_1s7l_A_m10_a5.00_s1_2_5.00_SC.pdb,0,0,0,-1.7765560867814594
3_1s7l_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-1.1940893602353322
5_2cns_A_m10_a5.00_s1_2_5.00_SC.pdb,0,0,0,-1.198020396740003
1_2cns_A_m10_a5.00_s1_2_5.00_SC.pdb,0,1.5368156791111869,0,-1.1957636299404308
2_1s7l_A_m10_a5.00_s1_2_5.00_SC.pdb,0,0,0,-1.7711649745698992
4_1s7l_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-1.1940893602353322
2_2cns_A_m10_a5.00_s1_2_5.00_SC.pdb,0,0,0,-1.1996414820560195
1_1s7l_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-1.1940893602353322
3_1s7l_A_m10_a5.00_s1_2_5.00_SC.pdb,0,3.4310275616171455,0,-1.7711649745698992
3_2cns_A_m10_a5.00_s1_2_5.00_SC.pdb,0,0,0,-1.1965555755674615
5_1s7l_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-1.1906493634759774
2_1s7l_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-1.1940893602353322
2_2cns_A_m10_a23.75_s1_2_23.75_SC.pdb,0,0,0,1.4118154715922366
1_2cns_A_m10_a23.75_s1_2_23.75_SC.pdb,0,19.909862712106033,0,1.4166010849513868
4_1s7l_A_m10_a5.00_s1_2_5.00_SC.pdb,0,0,0,-1.7765560867814594
1_1s7l_A_m10_a17.50_s1_2_17.50_SC.pdb,0,0,0,-0.31704196336459195
3_2cns_A_m10_a23.75_s1_2_23.75_SC.pdb,0,0,0,1.4086644016410166
5_1s7l_A_m10_a17.50_s1_2_17.50_SC.pdb,0,0,0,-0.31704196336459195
4_2cns_A_m10_a23.75_s1_2_23.75_SC.pdb,0,9.71412970178378,0,1.4091132680061929
2_1s7l_A_m10_a17.50_s1_2_17.50_SC.pdb,0,0,0,-0.31704196336459195
4_1s7l_A_m10_a30.00_s1_2_30.00_SC.pdb,0,0,0,2.0966331051906617
5_2cns_A_m10_a23.75_s1_2_23.75_SC.pdb,0,0,0,1.4102940053989235
1_1s7l_A_m10_a30.00_s1_2_30.00_SC.pdb,0,0,0,2.110301198920263
3_1s7l_A_m10_a17.50_s1_2_17.50_SC.pdb,0,27.122446150647033,0,-0.31704196336459195
3_1s7l_A_m10_a30.00_s1_1_0.00_SC.pdb,0,0,0,-1.8962841535882307
5_1s7l_A_m10_a30.00_s1_2_30.00_SC.pdb,0,0,0,2.101411644834865
4_1s7l_A_m10_a17.50_s1_2_17.50_SC.pdb,0,0,0,-0.31704196336459195
2_1s7l_A_m10_a30.00_s1_2_30.00_SC.pdb,0,0,0,2.0966331051906617
4_1s7l_A_m10_a30.00_s1_1_0.00_SC.pdb,0,-0.2643902874518721,0,-1.8962841535882307
2_2cns_A_m10_a30.00_s1_1_0.00_SC.pdb,0,0,0,-1.6753085951494875
1_1s7l_A_m10_a30.00_s1_1_0.00_SC.pdb,0,0,0,-1.8962841535882307
3_2cns_A_m10_a30.00_s1_1_0.00_SC.pdb,0,0,0,-1.6781371447527755
5_1s7l_A_m10_a30.00_s1_1_0.00_SC.pdb,0,0,0,-1.8962841535882307
2_1s7l_A_m10_a30.00_s1_1_0.00_SC.pdb,0,-0.47548378000083363,0,-1.8962841535882307
4_2cns_A_m10_a30.00_s1_1_0.00_SC.pdb,0,0,0,-1.6781371447527755
1_2cns_A_m10_a30.00_s1_1_0.00_SC.pdb,0,0,0,-1.6781371447527755
3_1s7l_A_m10_a30.00_s1_2_30.00_SC.pdb,0,0,0,2.1042878551555497
1_2cns_A_m10_a30.00_s1_2_30.00_SC.pdb,0,0,0,2.3951521103795512
5_2cns_A_m10_a30.00_s1_1_0.00_SC.pdb,0,28.505259198143385,0,-1.6781371447527755
5_2cns_A_m10_a30.00_s1_2_30.00_SC.pdb,0,0,0,2.4304536481748835
2_2cns_A_m10_a30.00_s1_2_30.00_SC.pdb,0,0,0,2.427112368829352
3_2cns_A_m10_a17.50_s1_2_17.50_SC.pdb,0,0,0,0.5219401071810349
4_1s7l_A_m10_a23.75_s1_2_23.75_SC.pdb,0,0,0,0.601186029024983
3_2cns_A_m10_a30.00_s1_2_30.00_SC.pdb,0,18.037098352203053,0,2.3954248611145927
1_1s7l_A_m10_a23.75_s1_2_23.75_SC.pdb,0,0,0,0.597163888269395
4_2cns_A_m10_a17.50_s1_2_17.50_SC.pdb,0,0,0,0.5250529887314113
5_1s7l_A_m10_a23.75_s1_2_23.75_SC.pdb,0,0,0,0.6011085605434927
4_2cns_A_m10_a30.00_s1_2_30.00_SC.pdb,0,0,0,2.4076305941910356
5_2cns_A_m10_a17.50_s1_2_17.50_SC.pdb,0,10.198330134539988,0,0.5250529887314113
2_1s7l_A_m10_a23.75_s1_2_23.75_SC.pdb,0,0,0,0.5961937424320226
1_2cns_A_m10_a17.50_s1_2_17.50_SC.pdb,0,0,0,0.5138634036346127
2_2cns_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-0.26016007876220043
1_2cns_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-0.2641650780852657
2_2cns_A_m10_a17.50_s1_2_17.50_SC.pdb,0,6.522339908564908,0,0.5216614548045483
3_2cns_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-0.2644904481534586
3_1s7l_A_m10_a23.75_s1_2_23.75_SC.pdb,0,0,0,0.6001562178870906
4_2cns_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-0.2641650780852657
5_2cns_A_m10_a11.25_s1_2_11.25_SC.pdb,0,0,0,-0.2644904481534586
